year,season,station,lat,long,elevation,Tmin,Tmax,Tavg
1969,Winter,1307,26.98321944,87.34595556,1192.0,9.330254959899749,21.08749120888889,15.20887308439432
1969,Winter,1314,27.12304,87.53619,1525.0,7.165754959899749,18.922991208888888,13.04437308439432
1969,Winter,1316,26.82044,87.15917,105.0,16.395754959899747,28.15299120888889,22.274373084394316
1969,Winter,1327,27.39106194,87.20438389,1064.0,10.16225495989975,21.91949120888889,16.040873084394317
1969,Winter,1401,27.68333,87.78333,3119.0,-2.2111111111111112,6.513333333333334,2.151111111111111
1969,Winter,1405,27.35861111,87.67,1744.0,5.2155555555555555,15.033333333333333,10.124444444444444
1969,Winter,1419,27.14367389,87.765595,1157.0,9.55775495989975,21.31499120888889,15.436373084394319
1969,Winter,9999,27.961111,86.808889,5200.0,-13.963659725146199,0.8877708888888888,-6.537944418128655
1970,Monsoon,1016,27.94456111,85.59513611,2574.0,12.157740962447102,20.743271528103044,16.450506245275072
1970,Monsoon,1024,27.61611667,85.56550278,1543.0,18.8592409624471,27.444771528103043,23.15200624527507
1970,Monsoon,1036,27.6451338,85.620881,857.0,23.318240962447103,31.903771528103043,27.61100624527507
1970,Monsoon,1103,27.63044722,86.23211389,1877.0,16.372490316939892,22.52565944262295,19.44907487978142
1970,Monsoon,1123,27.39470278,86.06123333,497.0,25.658240962447103,34.24377152810304,29.95100624527507
1970,Monsoon,1124,27.63333333,86.13333333,1755.0,17.4812409624471,26.066771528103043,21.77400624527507
1970,Monsoon,1201,27.81667,86.71667,3450.0,3.9512411167673283,15.574841882513661,9.763041499640496
1970,Monsoon,1206,27.30812083,86.504225,1731.0,16.836885245901637,24.352459016393443,20.594672131147544
1970,Monsoon,1212,26.730538,86.934812,101.0,28.2322409624471,36.817771528103044,32.52500624527507
1970,Monsoon,1218,27.83333,86.76667,3857.0,6.120491803278689,13.604098360655739,9.862295081967213
1970,Monsoon,1219,27.50511778,86.586215,2383.0,13.3992409624471,21.984771528103042,17.692006245275074
