,Date,Station,Lat,Long,Elev,Max T,Min T
421656,2014-04-01,1316,26.82044,87.15917,105,34.5,13.5
421657,2014-04-02,1316,26.82044,87.15917,105,34.7,15.0
421658,2014-04-03,1316,26.82044,87.15917,105,35.3,15.5
421659,2014-04-04,1316,26.82044,87.15917,105,33.0,20.5
421660,2014-04-05,1316,26.82044,87.15917,105,31.5,19.0
421661,2014-04-06,1316,26.82044,87.15917,105,34.0,19.3
421662,2014-04-07,1316,26.82044,87.15917,105,34.4,21.5
421663,2014-04-08,1316,26.82044,87.15917,105,33.0,20.0
421664,2014-04-09,1316,26.82044,87.15917,105,33.5,20.5
421665,2014-04-10,1316,26.82044,87.15917,105,35.0,18.5
421666,2014-04-11,1316,26.82044,87.15917,105,35.0,17.0
421667,2014-04-12,1316,26.82044,87.15917,105,35.5,17.0
421668,2014-04-13,1316,26.82044,87.15917,105,37.0,23.3
421669,2014-04-14,1316,26.82044,87.15917,105,36.0,20.5
421670,2014-04-15,1316,26.82044,87.15917,105,37.5,19.5
421671,2014-04-16,1316,26.82044,87.15917,105,37.3,18.5
421672,2014-04-17,1316,26.82044,87.15917,105,37.0,20.5
421673,2014-04-18,1316,26.82044,87.15917,105,37.0,19.0
421674,2014-04-19,1316,26.82044,87.15917,105,37.0,21.5
421675,2014-04-20,1316,26.82044,87.15917,105,38.4,20.0
421676,2014-04-21,1316,26.82044,87.15917,105,38.5,17.7
421677,2014-04-22,1316,26.82044,87.15917,105,39.0,18.5
421678,2014-04-23,1316,26.82044,87.15917,105,38.3,18.5
421679,2014-04-24,1316,26.82044,87.15917,105,38.5,18.5
421680,2014-04-25,1316,26.82044,87.15917,105,39.5,20.5
421681,2014-04-26,1316,26.82044,87.15917,105,38.0,20.0
421682,2014-04-27,1316,26.82044,87.15917,105,37.0,22.4
421683,2014-04-28,1316,26.82044,87.15917,105,35.5,18.5
421684,2014-04-29,1316,26.82044,87.15917,105,36.0,21.5
421685,2014-04-30,1316,26.82044,87.15917,105,34.5,18.5
421686,2014-05-01,1316,26.82044,87.15917,105,37.5,17.0
421687,2014-05-02,1316,26.82044,87.15917,105,30.2,17.0
421688,2014-05-03,1316,26.82044,87.15917,105,32.2,20.4
421689,2014-05-04,1316,26.82044,87.15917,105,31.0,21.4
421690,2014-05-05,1316,26.82044,87.15917,105,31.5,20.0
421691,2014-05-06,1316,26.82044,87.15917,105,33.0,20.5
421692,2014-05-07,1316,26.82044,87.15917,105,33.5,22.2
421693,2014-05-08,1316,26.82044,87.15917,105,34.0,23.5
421694,2014-05-09,1316,26.82044,87.15917,105,33.6,23.6
421695,2014-05-10,1316,26.82044,87.15917,105,38.5,21.5
421696,2014-05-11,1316,26.82044,87.15917,105,36.0,22.0
421697,2014-05-12,1316,26.82044,87.15917,105,33.8,24.4
421698,2014-05-13,1316,26.82044,87.15917,105,34.5,24.0
421699,2014-05-14,1316,26.82044,87.15917,105,39.0,23.0
421700,2014-05-15,1316,26.82044,87.15917,105,38.5,21.5
421701,2014-05-16,1316,26.82044,87.15917,105,37.3,21.8
421702,2014-05-17,1316,26.82044,87.15917,105,38.0,21.0
421703,2014-05-18,1316,26.82044,87.15917,105,35.6,23.0
421704,2014-05-19,1316,26.82044,87.15917,105,34.5,24.5
421705,2014-05-20,1316,26.82044,87.15917,105,35.0,25.5
421706,2014-05-21,1316,26.82044,87.15917,105,36.8,25.0
421707,2014-05-22,1316,26.82044,87.15917,105,35.6,21.5
421708,2014-05-23,1316,26.82044,87.15917,105,35.0,25.0
421709,2014-05-24,1316,26.82044,87.15917,105,34.0,25.0
421710,2014-05-25,1316,26.82044,87.15917,105,37.0,25.0
421711,2014-05-26,1316,26.82044,87.15917,105,29.0,23.0
421712,2014-05-27,1316,26.82044,87.15917,105,28.0,23.5
421713,2014-05-28,1316,26.82044,87.15917,105,29.5,23.0
421714,2014-05-29,1316,26.82044,87.15917,105,31.0,22.5
421715,2014-05-30,1316,26.82044,87.15917,105,33.5,22.0
421716,2014-05-31,1316,26.82044,87.15917,105,33.5,23.0
421717,2014-06-01,1316,26.82044,87.15917,105,35.5,24.0
421718,2014-06-02,1316,26.82044,87.15917,105,35.5,26.5
421719,2014-06-03,1316,26.82044,87.15917,105,34.0,24.5
421720,2014-06-04,1316,26.82044,87.15917,105,35.0,26.0
421721,2014-06-05,1316,26.82044,87.15917,105,35.5,25.5
421722,2014-06-06,1316,26.82044,87.15917,105,34.2,24.0
421723,2014-06-07,1316,26.82044,87.15917,105,33.0,25.0
421724,2014-06-08,1316,26.82044,87.15917,105,33.0,25.5
421725,2014-06-09,1316,26.82044,87.15917,105,34.2,25.0
421726,2014-06-10,1316,26.82044,87.15917,105,33.0,23.4
421727,2014-06-11,1316,26.82044,87.15917,105,36.0,25.0
421728,2014-06-12,1316,26.82044,87.15917,105,37.0,26.0
421729,2014-06-13,1316,26.82044,87.15917,105,34.5,25.0
421730,2014-06-14,1316,26.82044,87.15917,105,35.0,24.0
421731,2014-06-15,1316,26.82044,87.15917,105,36.0,24.5
421732,2014-06-16,1316,26.82044,87.15917,105,36.5,25.5
421733,2014-06-17,1316,26.82044,87.15917,105,36.5,24.2
421734,2014-06-18,1316,26.82044,87.15917,105,36.5,24.5
421735,2014-06-19,1316,26.82044,87.15917,105,37.5,25.5
421736,2014-06-20,1316,26.82044,87.15917,105,34.4,24.5
421737,2014-06-21,1316,26.82044,87.15917,105,30.5,25.0
421738,2014-06-22,1316,26.82044,87.15917,105,32.5,24.5
421739,2014-06-23,1316,26.82044,87.15917,105,33.0,24.0
421740,2014-06-24,1316,26.82044,87.15917,105,31.0,23.0
421741,2014-06-25,1316,26.82044,87.15917,105,34.0,24.2
421742,2014-06-26,1316,26.82044,87.15917,105,36.5,24.5
421743,2014-06-27,1316,26.82044,87.15917,105,35.5,24.5
421744,2014-06-28,1316,26.82044,87.15917,105,34.5,26.0
421745,2014-06-29,1316,26.82044,87.15917,105,34.0,25.5
421746,2014-06-30,1316,26.82044,87.15917,105,33.0,26.0
421747,2014-07-01,1316,26.82044,87.15917,105,30.0,25.0
421748,2014-07-02,1316,26.82044,87.15917,105,34.0,25.3
421749,2014-07-03,1316,26.82044,87.15917,105,34.5,26.0
421750,2014-07-04,1316,26.82044,87.15917,105,34.5,26.5
421751,2014-07-05,1316,26.82044,87.15917,105,33.5,26.5
421752,2014-07-06,1316,26.82044,87.15917,105,33.0,25.5
421753,2014-07-07,1316,26.82044,87.15917,105,35.0,26.5
421754,2014-07-08,1316,26.82044,87.15917,105,33.3,26.4
421755,2014-07-09,1316,26.82044,87.15917,105,34.0,26.4
421756,2014-07-10,1316,26.82044,87.15917,105,34.5,26.5
421757,2014-07-11,1316,26.82044,87.15917,105,35.0,26.0
421758,2014-07-12,1316,26.82044,87.15917,105,35.5,25.0
421759,2014-07-13,1316,26.82044,87.15917,105,34.0,26.4
421760,2014-07-14,1316,26.82044,87.15917,105,35.0,26.5
421761,2014-07-15,1316,26.82044,87.15917,105,32.5,25.5
421762,2014-07-16,1316,26.82044,87.15917,105,34.5,26.5
421763,2014-07-17,1316,26.82044,87.15917,105,32.5,26.0
421764,2014-07-18,1316,26.82044,87.15917,105,34.0,26.5
421765,2014-07-19,1316,26.82044,87.15917,105,35.0,26.0
421766,2014-07-20,1316,26.82044,87.15917,105,35.5,26.0
421767,2014-07-21,1316,26.82044,87.15917,105,34.0,28.0
421768,2014-07-22,1316,26.82044,87.15917,105,34.0,27.0
421769,2014-07-23,1316,26.82044,87.15917,105,34.5,26.5
421770,2014-07-24,1316,26.82044,87.15917,105,30.5,25.5
421771,2014-07-25,1316,26.82044,87.15917,105,35.5,25.0
421772,2014-07-26,1316,26.82044,87.15917,105,36.0,26.0
421773,2014-07-27,1316,26.82044,87.15917,105,34.5,24.5
421774,2014-07-28,1316,26.82044,87.15917,105,35.0,24.0
421775,2014-07-29,1316,26.82044,87.15917,105,34.5,25.0
421776,2014-07-30,1316,26.82044,87.15917,105,34.5,25.5
421777,2014-07-31,1316,26.82044,87.15917,105,34.2,25.5
421778,2014-08-01,1316,26.82044,87.15917,105,34.5,25.5
421779,2014-08-02,1316,26.82044,87.15917,105,35.0,25.0
421780,2014-08-03,1316,26.82044,87.15917,105,34.5,27.5
421781,2014-08-04,1316,26.82044,87.15917,105,34.5,26.0
421782,2014-08-05,1316,26.82044,87.15917,105,34.0,26.5
421783,2014-08-06,1316,26.82044,87.15917,105,35.0,27.0
421784,2014-08-07,1316,26.82044,87.15917,105,33.5,25.5
421785,2014-08-08,1316,26.82044,87.15917,105,34.5,25.5
421786,2014-08-09,1316,26.82044,87.15917,105,33.5,26.2
421787,2014-08-10,1316,26.82044,87.15917,105,34.5,26.5
421788,2014-08-11,1316,26.82044,87.15917,105,33.5,25.5
421789,2014-08-12,1316,26.82044,87.15917,105,33.4,26.3
421790,2014-08-13,1316,26.82044,87.15917,105,33.0,25.5
421791,2014-08-14,1316,26.82044,87.15917,105,33.5,24.5
421792,2014-08-15,1316,26.82044,87.15917,105,30.2,24.5
421793,2014-08-16,1316,26.82044,87.15917,105,32.5,25.0
421794,2014-08-17,1316,26.82044,87.15917,105,33.0,25.0
421795,2014-08-18,1316,26.82044,87.15917,105,32.5,25.0
421796,2014-08-19,1316,26.82044,87.15917,105,33.5,25.5
421797,2014-08-20,1316,26.82044,87.15917,105,30.0,24.9
421798,2014-08-21,1316,26.82044,87.15917,105,34.2,25.5
421799,2014-08-22,1316,26.82044,87.15917,105,32.0,25.5
421800,2014-08-23,1316,26.82044,87.15917,105,33.5,25.0
421801,2014-08-24,1316,26.82044,87.15917,105,33.5,25.0
421802,2014-08-25,1316,26.82044,87.15917,105,34.5,25.5
421803,2014-08-26,1316,26.82044,87.15917,105,30.0,25.5
421804,2014-08-27,1316,26.82044,87.15917,105,31.5,24.5
421805,2014-08-28,1316,26.82044,87.15917,105,36.0,24.5
421806,2014-08-29,1316,26.82044,87.15917,105,35.5,25.4
421807,2014-08-30,1316,26.82044,87.15917,105,36.0,25.0
421808,2014-08-31,1316,26.82044,87.15917,105,32.0,25.0
421809,2014-09-01,1316,26.82044,87.15917,105,33.0,24.5
421810,2014-09-02,1316,26.82044,87.15917,105,34.0,24.5
421811,2014-09-03,1316,26.82044,87.15917,105,35.0,26.0
421812,2014-09-04,1316,26.82044,87.15917,105,35.0,25.5
421813,2014-09-05,1316,26.82044,87.15917,105,35.0,25.0
421814,2014-09-06,1316,26.82044,87.15917,105,34.8,24.5
421815,2014-09-07,1316,26.82044,87.15917,105,35.0,25.4
421816,2014-09-08,1316,26.82044,87.15917,105,35.0,24.5
421817,2014-09-09,1316,26.82044,87.15917,105,30.5,25.0
421818,2014-09-10,1316,26.82044,87.15917,105,31.5,25.0
421819,2014-09-11,1316,26.82044,87.15917,105,31.5,24.5
421820,2014-09-12,1316,26.82044,87.15917,105,34.5,24.0
421821,2014-09-13,1316,26.82044,87.15917,105,33.0,24.5
421822,2014-09-14,1316,26.82044,87.15917,105,33.0,24.5
421823,2014-09-15,1316,26.82044,87.15917,105,31.0,24.6
421824,2014-09-16,1316,26.82044,87.15917,105,34.5,25.5
421825,2014-09-17,1316,26.82044,87.15917,105,35.0,24.0
421826,2014-09-18,1316,26.82044,87.15917,105,36.5,25.0
421827,2014-09-19,1316,26.82044,87.15917,105,33.5,26.5
421828,2014-09-20,1316,26.82044,87.15917,105,31.5,24.5
421829,2014-09-21,1316,26.82044,87.15917,105,30.0,24.3
421830,2014-09-22,1316,26.82044,87.15917,105,30.0,24.5
421831,2014-09-23,1316,26.82044,87.15917,105,33.2,24.0
421832,2014-09-24,1316,26.82044,87.15917,105,33.2,24.0
421833,2014-09-25,1316,26.82044,87.15917,105,30.5,24.3
421834,2014-09-26,1316,26.82044,87.15917,105,32.0,24.0
421835,2014-09-27,1316,26.82044,87.15917,105,32.5,24.0
421836,2014-09-28,1316,26.82044,87.15917,105,32.0,23.4
421837,2014-09-29,1316,26.82044,87.15917,105,32.9,23.5
421838,2014-09-30,1316,26.82044,87.15917,105,32.5,23.5
421839,2014-10-01,1316,26.82044,87.15917,105,32.5,23.6
421840,2014-10-02,1316,26.82044,87.15917,105,33.0,24.0
421841,2014-10-03,1316,26.82044,87.15917,105,33.0,24.5
421842,2014-10-04,1316,26.82044,87.15917,105,32.2,24.0
421843,2014-10-05,1316,26.82044,87.15917,105,34.5,25.4
421844,2014-10-06,1316,26.82044,87.15917,105,35.0,28.0
421845,2014-10-07,1316,26.82044,87.15917,105,35.0,22.8
421846,2014-10-08,1316,26.82044,87.15917,105,34.5,23.0
421847,2014-10-09,1316,26.82044,87.15917,105,34.0,22.5
421848,2014-10-10,1316,26.82044,87.15917,105,34.0,22.5
421849,2014-10-11,1316,26.82044,87.15917,105,34.5,22.5
421850,2014-10-12,1316,26.82044,87.15917,105,32.2,21.3
421851,2014-10-13,1316,26.82044,87.15917,105,29.0,24.0
421852,2014-10-14,1316,26.82044,87.15917,105,30.7,23.0
421853,2014-10-15,1316,26.82044,87.15917,105,32.7,21.3
421854,2014-10-16,1316,26.82044,87.15917,105,31.4,22.0
421855,2014-10-17,1316,26.82044,87.15917,105,31.0,20.0
421856,2014-10-18,1316,26.82044,87.15917,105,32.0,21.5
421857,2014-10-19,1316,26.82044,87.15917,105,32.0,18.4
421858,2014-10-20,1316,26.82044,87.15917,105,31.5,18.5
421859,2014-10-21,1316,26.82044,87.15917,105,31.5,19.5
421860,2014-10-22,1316,26.82044,87.15917,105,32.6,19.5
421861,2014-10-23,1316,26.82044,87.15917,105,32.0,20.0
421862,2014-10-24,1316,26.82044,87.15917,105,31.5,19.5
421863,2014-10-25,1316,26.82044,87.15917,105,29.5,18.5
421864,2014-10-26,1316,26.82044,87.15917,105,28.5,20.0
421865,2014-10-27,1316,26.82044,87.15917,105,27.5,17.5
421866,2014-10-28,1316,26.82044,87.15917,105,30.0,19.0
421867,2014-10-29,1316,26.82044,87.15917,105,28.5,18.5
421868,2014-10-30,1316,26.82044,87.15917,105,30.4,17.5
421869,2014-10-31,1316,26.82044,87.15917,105,32.0,18.0
421870,2014-11-01,1316,26.82044,87.15917,105,31.5,16.5
421871,2014-11-02,1316,26.82044,87.15917,105,32.0,16.9
421872,2014-11-03,1316,26.82044,87.15917,105,31.5,17.0
421873,2014-11-04,1316,26.82044,87.15917,105,30.0,17.5
421874,2014-11-05,1316,26.82044,87.15917,105,31.0,17.5
421875,2014-11-06,1316,26.82044,87.15917,105,31.5,17.4
421876,2014-11-07,1316,26.82044,87.15917,105,31.7,18.0
421877,2014-11-08,1316,26.82044,87.15917,105,32.5,17.0
421878,2014-11-09,1316,26.82044,87.15917,105,32.0,17.9
421879,2014-11-10,1316,26.82044,87.15917,105,31.0,18.5
421880,2014-11-11,1316,26.82044,87.15917,105,29.0,18.5
421881,2014-11-12,1316,26.82044,87.15917,105,29.0,18.0
421882,2014-11-13,1316,26.82044,87.15917,105,28.5,18.5
421883,2014-11-14,1316,26.82044,87.15917,105,27.5,15.5
421884,2014-11-15,1316,26.82044,87.15917,105,27.8,19.0
421885,2014-11-16,1316,26.82044,87.15917,105,28.8,16.0
421886,2014-11-17,1316,26.82044,87.15917,105,29.5,16.5
421887,2014-11-18,1316,26.82044,87.15917,105,29.5,16.0
421888,2014-11-19,1316,26.82044,87.15917,105,29.3,16.0
421889,2014-11-20,1316,26.82044,87.15917,105,29.0,16.0
421890,2014-11-21,1316,26.82044,87.15917,105,28.5,15.0
421891,2014-11-22,1316,26.82044,87.15917,105,28.0,14.0
421892,2014-11-23,1316,26.82044,87.15917,105,27.5,14.0
421893,2014-11-24,1316,26.82044,87.15917,105,27.0,14.0
421894,2014-11-25,1316,26.82044,87.15917,105,27.0,14.0
421895,2014-11-26,1316,26.82044,87.15917,105,27.4,13.0
421896,2014-11-27,1316,26.82044,87.15917,105,26.5,13.5
421897,2014-11-28,1316,26.82044,87.15917,105,26.5,13.0
421898,2014-11-29,1316,26.82044,87.15917,105,25.5,13.0
421899,2014-11-30,1316,26.82044,87.15917,105,25.0,14.0
421900,2014-12-01,1316,26.82044,87.15917,105,22.5,13.0
421901,2014-12-02,1316,26.82044,87.15917,105,28.0,13.5
421902,2014-12-03,1316,26.82044,87.15917,105,27.0,13.0
421903,2014-12-04,1316,26.82044,87.15917,105,27.3,13.2
421904,2014-12-05,1316,26.82044,87.15917,105,29.9,14.0
421905,2014-12-06,1316,26.82044,87.15917,105,28.5,13.2
421906,2014-12-07,1316,26.82044,87.15917,105,30.3,12.5
421907,2014-12-08,1316,26.82044,87.15917,105,27.0,12.0
421908,2014-12-09,1316,26.82044,87.15917,105,26.5,12.9
421909,2014-12-10,1316,26.82044,87.15917,105,25.0,15.0
421910,2014-12-11,1316,26.82044,87.15917,105,24.0,13.4
421911,2014-12-12,1316,26.82044,87.15917,105,23.5,12.5
421912,2014-12-13,1316,26.82044,87.15917,105,25.5,12.4
421913,2014-12-14,1316,26.82044,87.15917,105,24.5,16.0
421914,2014-12-15,1316,26.82044,87.15917,105,26.5,15.5
421915,2014-12-16,1316,26.82044,87.15917,105,26.7,15.5
421916,2014-12-17,1316,26.82044,87.15917,105,22.9,14.5
421917,2014-12-18,1316,26.82044,87.15917,105,26.4,10.0
421918,2014-12-19,1316,26.82044,87.15917,105,26.0,10.5
421919,2014-12-20,1316,26.82044,87.15917,105,26.0,10.9
421920,2014-12-21,1316,26.82044,87.15917,105,26.0,12.0
421921,2014-12-22,1316,26.82044,87.15917,105,25.5,10.0
421922,2014-12-23,1316,26.82044,87.15917,105,24.5,9.0
421923,2014-12-24,1316,26.82044,87.15917,105,24.0,8.0
421924,2014-12-25,1316,26.82044,87.15917,105,22.4,10.0
421925,2014-12-26,1316,26.82044,87.15917,105,22.0,12.0
421926,2014-12-27,1316,26.82044,87.15917,105,24.0,8.0
421927,2014-12-28,1316,26.82044,87.15917,105,22.5,8.0
421928,2014-12-29,1316,26.82044,87.15917,105,27.0,7.0
421929,2014-12-30,1316,26.82044,87.15917,105,27.3,8.5
421930,2014-12-31,1316,26.82044,87.15917,105,29.2,9.5
421931,2015-01-01,1316,26.82044,87.15917,105,29.5,12.4
421932,2015-01-02,1316,26.82044,87.15917,105,24.3,13.0
421933,2015-01-03,1316,26.82044,87.15917,105,25.4,16.5
421934,2015-01-04,1316,26.82044,87.15917,105,26.5,16.5
421935,2015-01-05,1316,26.82044,87.15917,105,21.5,16.0
421936,2015-01-06,1316,26.82044,87.15917,105,21.5,12.4
421937,2015-01-07,1316,26.82044,87.15917,105,23.0,10.0
421938,2015-01-08,1316,26.82044,87.15917,105,25.5,11.5
421939,2015-01-09,1316,26.82044,87.15917,105,27.0,10.5
421940,2015-01-10,1316,26.82044,87.15917,105,21.3,12.0
421941,2015-01-11,1316,26.82044,87.15917,105,21.5,10.5
421942,2015-01-12,1316,26.82044,87.15917,105,23.5,8.5
421943,2015-01-13,1316,26.82044,87.15917,105,26.5,9.0
421944,2015-01-14,1316,26.82044,87.15917,105,27.5,9.5
421945,2015-01-15,1316,26.82044,87.15917,105,27.5,10.0
421946,2015-01-16,1316,26.82044,87.15917,105,28.0,11.0
421947,2015-01-17,1316,26.82044,87.15917,105,22.0,12.0
421948,2015-01-18,1316,26.82044,87.15917,105,21.5,11.5
421949,2015-01-19,1316,26.82044,87.15917,105,21.5,11.5
421950,2015-01-20,1316,26.82044,87.15917,105,21.5,6.0
421951,2015-01-21,1316,26.82044,87.15917,105,26.0,7.0
421952,2015-01-22,1316,26.82044,87.15917,105,26.5,8.5
421953,2015-01-23,1316,26.82044,87.15917,105,27.5,11.0
421954,2015-01-24,1316,26.82044,87.15917,105,27.0,9.0
421955,2015-01-25,1316,26.82044,87.15917,105,24.5,11.0
421956,2015-01-26,1316,26.82044,87.15917,105,25.0,10.0
421957,2015-01-27,1316,26.82044,87.15917,105,24.0,12.5
421958,2015-01-28,1316,26.82044,87.15917,105,25.0,12.4
421959,2015-01-29,1316,26.82044,87.15917,105,21.5,11.0
421960,2015-01-30,1316,26.82044,87.15917,105,21.0,11.5
421961,2015-01-31,1316,26.82044,87.15917,105,20.5,9.5
421962,2015-02-01,1316,26.82044,87.15917,105,24.0,12.5
421963,2015-02-02,1316,26.82044,87.15917,105,25.5,9.5
421964,2015-02-03,1316,26.82044,87.15917,105,29.5,10.0
421965,2015-02-04,1316,26.82044,87.15917,105,28.0,11.0
421966,2015-02-05,1316,26.82044,87.15917,105,25.0,11.5
421967,2015-02-06,1316,26.82044,87.15917,105,23.0,14.0
421968,2015-02-07,1316,26.82044,87.15917,105,25.5,13.0
421969,2015-02-08,1316,26.82044,87.15917,105,25.5,11.0
421970,2015-02-09,1316,26.82044,87.15917,105,27.0,12.5
421971,2015-02-10,1316,26.82044,87.15917,105,26.5,10.5
421972,2015-02-11,1316,26.82044,87.15917,105,26.0,11.5
421973,2015-02-12,1316,26.82044,87.15917,105,25.5,11.0
421974,2015-02-13,1316,26.82044,87.15917,105,26.0,10.5
421975,2015-02-14,1316,26.82044,87.15917,105,25.3,11.0
421976,2015-02-15,1316,26.82044,87.15917,105,26.5,12.5
421977,2015-02-16,1316,26.82044,87.15917,105,27.5,11.5
421978,2015-02-17,1316,26.82044,87.15917,105,29.0,12.5
421979,2015-02-18,1316,26.82044,87.15917,105,29.5,12.0
421980,2015-02-19,1316,26.82044,87.15917,105,29.0,11.0
421981,2015-02-20,1316,26.82044,87.15917,105,28.5,15.5
421982,2015-02-21,1316,26.82044,87.15917,105,28.0,16.5
421983,2015-02-22,1316,26.82044,87.15917,105,29.0,15.0
421984,2015-02-23,1316,26.82044,87.15917,105,30.3,15.5
421985,2015-02-24,1316,26.82044,87.15917,105,31.5,16.5
421986,2015-02-25,1316,26.82044,87.15917,105,30.5,18.5
421987,2015-02-26,1316,26.82044,87.15917,105,28.5,19.0
421988,2015-02-27,1316,26.82044,87.15917,105,32.0,17.0
421989,2015-02-28,1316,26.82044,87.15917,105,32.5,15.0
421990,2015-03-01,1316,26.82044,87.15917,105,30.5,18.5
421991,2015-03-02,1316,26.82044,87.15917,105,22.0,19.5
421992,2015-03-03,1316,26.82044,87.15917,105,29.0,16.5
421993,2015-03-04,1316,26.82044,87.15917,105,29.0,14.0
421994,2015-03-05,1316,26.82044,87.15917,105,29.5,12.0
421995,2015-03-06,1316,26.82044,87.15917,105,30.0,13.5
421996,2015-03-07,1316,26.82044,87.15917,105,29.5,13.0
421997,2015-03-08,1316,26.82044,87.15917,105,30.0,14.0
421998,2015-03-09,1316,26.82044,87.15917,105,30.0,15.5
421999,2015-03-10,1316,26.82044,87.15917,105,30.3,15.0
422000,2015-03-11,1316,26.82044,87.15917,105,30.5,13.0
422001,2015-03-12,1316,26.82044,87.15917,105,32.0,13.7
422002,2015-03-13,1316,26.82044,87.15917,105,32.0,15.0
422003,2015-03-14,1316,26.82044,87.15917,105,32.0,16.0
422004,2015-03-15,1316,26.82044,87.15917,105,31.5,16.0
422005,2015-03-16,1316,26.82044,87.15917,105,28.5,18.5
422006,2015-03-17,1316,26.82044,87.15917,105,34.5,14.9
422007,2015-03-18,1316,26.82044,87.15917,105,31.5,16.5
422008,2015-03-19,1316,26.82044,87.15917,105,31.5,15.5
422009,2015-03-20,1316,26.82044,87.15917,105,31.0,14.5
422010,2015-03-21,1316,26.82044,87.15917,105,33.5,16.4
422011,2015-03-22,1316,26.82044,87.15917,105,33.5,17.0
422012,2015-03-23,1316,26.82044,87.15917,105,34.0,18.0
422013,2015-03-24,1316,26.82044,87.15917,105,35.5,24.0
422014,2015-03-25,1316,26.82044,87.15917,105,35.3,22.5
422015,2015-03-26,1316,26.82044,87.15917,105,34.0,21.5
422016,2015-03-27,1316,26.82044,87.15917,105,28.0,22.5
422017,2015-03-28,1316,26.82044,87.15917,105,31.5,19.5
422018,2015-03-29,1316,26.82044,87.15917,105,33.5,21.5
422019,2015-03-30,1316,26.82044,87.15917,105,30.0,22.0
422020,2015-03-31,1316,26.82044,87.15917,105,30.0,19.0
422021,2015-04-01,1316,26.82044,87.15917,105,32.0,19.0
422022,2015-04-02,1316,26.82044,87.15917,105,33.0,19.0
422023,2015-04-03,1316,26.82044,87.15917,105,31.6,18.5
422024,2015-04-04,1316,26.82044,87.15917,105,33.0,19.5
422025,2015-04-05,1316,26.82044,87.15917,105,32.0,19.0
422026,2015-04-06,1316,26.82044,87.15917,105,33.5,19.5
422027,2015-04-07,1316,26.82044,87.15917,105,32.5,20.0
422028,2015-04-08,1316,26.82044,87.15917,105,33.0,21.5
422029,2015-04-09,1316,26.82044,87.15917,105,36.0,18.0
422030,2015-04-10,1316,26.82044,87.15917,105,35.5,17.5
422031,2015-04-11,1316,26.82044,87.15917,105,35.0,19.0
422032,2015-04-12,1316,26.82044,87.15917,105,34.5,21.0
422033,2015-04-13,1316,26.82044,87.15917,105,32.4,21.0
422034,2015-04-14,1316,26.82044,87.15917,105,35.2,22.5
422035,2015-04-15,1316,26.82044,87.15917,105,35.0,21.0
422036,2015-04-16,1316,26.82044,87.15917,105,37.0,23.0
422037,2015-04-17,1316,26.82044,87.15917,105,35.5,21.0
422038,2015-04-18,1316,26.82044,87.15917,105,33.0,20.4
422039,2015-04-19,1316,26.82044,87.15917,105,31.0,21.0
422040,2015-04-20,1316,26.82044,87.15917,105,32.5,21.0
422041,2015-04-21,1316,26.82044,87.15917,105,31.5,24.0
422042,2015-04-22,1316,26.82044,87.15917,105,32.7,22.0
422043,2015-04-23,1316,26.82044,87.15917,105,32.5,21.5
422044,2015-04-24,1316,26.82044,87.15917,105,32.0,23.0
422045,2015-04-25,1316,26.82044,87.15917,105,28.5,20.0
422046,2015-04-26,1316,26.82044,87.15917,105,31.0,21.0
422047,2015-04-27,1316,26.82044,87.15917,105,32.5,19.4
422048,2015-04-28,1316,26.82044,87.15917,105,32.5,23.3
422049,2015-04-29,1316,26.82044,87.15917,105,32.4,22.4
422050,2015-04-30,1316,26.82044,87.15917,105,32.5,21.4
422051,2015-05-01,1316,26.82044,87.15917,105,32.5,23.5
422052,2015-05-02,1316,26.82044,87.15917,105,32.4,22.6
422053,2015-05-03,1316,26.82044,87.15917,105,33.5,21.6
422054,2015-05-04,1316,26.82044,87.15917,105,34.5,23.0
422055,2015-05-05,1316,26.82044,87.15917,105,35.5,23.3
422056,2015-05-06,1316,26.82044,87.15917,105,35.0,23.5
422057,2015-05-07,1316,26.82044,87.15917,105,36.0,23.7
422058,2015-05-08,1316,26.82044,87.15917,105,35.4,22.9
422059,2015-05-09,1316,26.82044,87.15917,105,34.5,23.0
422060,2015-05-10,1316,26.82044,87.15917,105,33.4,23.5
422061,2015-05-11,1316,26.82044,87.15917,105,32.5,24.0
422062,2015-05-12,1316,26.82044,87.15917,105,33.4,23.5
422063,2015-05-13,1316,26.82044,87.15917,105,34.0,22.7
422064,2015-05-14,1316,26.82044,87.15917,105,35.0,24.0
422065,2015-05-15,1316,26.82044,87.15917,105,35.5,26.6
422066,2015-05-16,1316,26.82044,87.15917,105,34.5,25.3
422067,2015-05-17,1316,26.82044,87.15917,105,32.5,21.5
422068,2015-05-18,1316,26.82044,87.15917,105,32.5,24.0
422069,2015-05-19,1316,26.82044,87.15917,105,33.5,24.5
422070,2015-05-20,1316,26.82044,87.15917,105,34.0,23.0
422071,2015-05-21,1316,26.82044,87.15917,105,34.5,26.5
422072,2015-05-22,1316,26.82044,87.15917,105,35.0,26.0
422073,2015-05-23,1316,26.82044,87.15917,105,34.5,26.0
422074,2015-05-24,1316,26.82044,87.15917,105,34.0,24.5
422075,2015-05-25,1316,26.82044,87.15917,105,35.0,22.0
422076,2015-05-26,1316,26.82044,87.15917,105,33.5,22.5
422077,2015-05-27,1316,26.82044,87.15917,105,35.0,22.5
422078,2015-05-28,1316,26.82044,87.15917,105,32.5,25.0
